weather_id,year,variable,value,unit,scenario,main_id,source_id
weather-5801b453-2025-ssp126-1,2025,Daily Temperature Range,11.632902145385742,°C,ssp126,QC-MAIN-5801b453,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-5801b453-2030-ssp126-1,2030,Daily Temperature Range,11.683677673339844,°C,ssp126,QC-MAIN-5801b453,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-5801b453-2035-ssp126-1,2035,Daily Temperature Range,11.695585250854492,°C,ssp126,QC-MAIN-5801b453,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-5801b453-2040-ssp126-1,2040,Daily Temperature Range,11.721718788146973,°C,ssp126,QC-MAIN-5801b453,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-5801b453-2045-ssp126-1,2045,Daily Temperature Range,11.564793586730957,°C,ssp126,QC-MAIN-5801b453,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-5801b453-2050-ssp126-1,2050,Daily Temperature Range,11.544557571411133,°C,ssp126,QC-MAIN-5801b453,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-5801b453-2055-ssp126-1,2055,Daily Temperature Range,11.529197692871094,°C,ssp126,QC-MAIN-5801b453,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-5801b453-2060-ssp126-1,2060,Daily Temperature Range,11.657013893127441,°C,ssp126,QC-MAIN-5801b453,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-5801b453-2065-ssp126-1,2065,Daily Temperature Range,11.630748748779297,°C,ssp126,QC-MAIN-5801b453,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-5801b453-2070-ssp126-1,2070,Daily Temperature Range,11.570588111877441,°C,ssp126,QC-MAIN-5801b453,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-5801b453-2075-ssp126-1,2075,Daily Temperature Range,11.681291580200195,°C,ssp126,QC-MAIN-5801b453,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-5801b453-2080-ssp126-1,2080,Daily Temperature Range,11.51243782043457,°C,ssp126,QC-MAIN-5801b453,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-5801b453-2085-ssp126-1,2085,Daily Temperature Range,11.651453018188477,°C,ssp126,QC-MAIN-5801b453,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-5801b453-2090-ssp126-1,2090,Daily Temperature Range,11.647845268249512,°C,ssp126,QC-MAIN-5801b453,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-5801b453-2095-ssp126-1,2095,Daily Temperature Range,11.703520774841309,°C,ssp126,QC-MAIN-5801b453,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-5801b453-2100-ssp126-1,2100,Daily Temperature Range,11.582220077514648,°C,ssp126,QC-MAIN-5801b453,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-d29e0839-2025-ssp126-1,2025,Daily Temperature Range,11.706404685974121,°C,ssp126,QC-MAIN-d29e0839,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-d29e0839-2030-ssp126-1,2030,Daily Temperature Range,11.770487785339355,°C,ssp126,QC-MAIN-d29e0839,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-d29e0839-2035-ssp126-1,2035,Daily Temperature Range,11.775373458862305,°C,ssp126,QC-MAIN-d29e0839,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-d29e0839-2040-ssp126-1,2040,Daily Temperature Range,11.794248580932617,°C,ssp126,QC-MAIN-d29e0839,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-d29e0839-2045-ssp126-1,2045,Daily Temperature Range,11.661879539489746,°C,ssp126,QC-MAIN-d29e0839,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-d29e0839-2050-ssp126-1,2050,Daily Temperature Range,11.605960845947266,°C,ssp126,QC-MAIN-d29e0839,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-d29e0839-2055-ssp126-1,2055,Daily Temperature Range,11.584229469299316,°C,ssp126,QC-MAIN-d29e0839,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-d29e0839-2060-ssp126-1,2060,Daily Temperature Range,11.663930892944336,°C,ssp126,QC-MAIN-d29e0839,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-d29e0839-2065-ssp126-1,2065,Daily Temperature Range,11.708053588867188,°C,ssp126,QC-MAIN-d29e0839,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-d29e0839-2070-ssp126-1,2070,Daily Temperature Range,11.62601375579834,°C,ssp126,QC-MAIN-d29e0839,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-d29e0839-2075-ssp126-1,2075,Daily Temperature Range,11.780794143676758,°C,ssp126,QC-MAIN-d29e0839,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-d29e0839-2080-ssp126-1,2080,Daily Temperature Range,11.57720947265625,°C,ssp126,QC-MAIN-d29e0839,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-d29e0839-2085-ssp126-1,2085,Daily Temperature Range,11.731866836547852,°C,ssp126,QC-MAIN-d29e0839,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-d29e0839-2090-ssp126-1,2090,Daily Temperature Range,11.724603652954102,°C,ssp126,QC-MAIN-d29e0839,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-d29e0839-2095-ssp126-1,2095,Daily Temperature Range,11.745584487915039,°C,ssp126,QC-MAIN-d29e0839,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-d29e0839-2100-ssp126-1,2100,Daily Temperature Range,11.646961212158203,°C,ssp126,QC-MAIN-d29e0839,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-f1ff4920-2025-ssp126-1,2025,Daily Temperature Range,11.407608032226562,°C,ssp126,QC-MAIN-f1ff4920,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-f1ff4920-2030-ssp126-1,2030,Daily Temperature Range,11.412260055541992,°C,ssp126,QC-MAIN-f1ff4920,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-f1ff4920-2035-ssp126-1,2035,Daily Temperature Range,11.426237106323242,°C,ssp126,QC-MAIN-f1ff4920,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-f1ff4920-2040-ssp126-1,2040,Daily Temperature Range,11.443899154663086,°C,ssp126,QC-MAIN-f1ff4920,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-f1ff4920-2045-ssp126-1,2045,Daily Temperature Range,11.300466537475586,°C,ssp126,QC-MAIN-f1ff4920,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-f1ff4920-2050-ssp126-1,2050,Daily Temperature Range,11.30879020690918,°C,ssp126,QC-MAIN-f1ff4920,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-f1ff4920-2055-ssp126-1,2055,Daily Temperature Range,11.298720359802246,°C,ssp126,QC-MAIN-f1ff4920,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-f1ff4920-2060-ssp126-1,2060,Daily Temperature Range,11.427750587463379,°C,ssp126,QC-MAIN-f1ff4920,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-f1ff4920-2065-ssp126-1,2065,Daily Temperature Range,11.374876022338867,°C,ssp126,QC-MAIN-f1ff4920,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-f1ff4920-2070-ssp126-1,2070,Daily Temperature Range,11.319180488586426,°C,ssp126,QC-MAIN-f1ff4920,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-f1ff4920-2075-ssp126-1,2075,Daily Temperature Range,11.421114921569824,°C,ssp126,QC-MAIN-f1ff4920,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-f1ff4920-2080-ssp126-1,2080,Daily Temperature Range,11.276984214782715,°C,ssp126,QC-MAIN-f1ff4920,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-f1ff4920-2085-ssp126-1,2085,Daily Temperature Range,11.38782024383545,°C,ssp126,QC-MAIN-f1ff4920,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-f1ff4920-2090-ssp126-1,2090,Daily Temperature Range,11.405323028564453,°C,ssp126,QC-MAIN-f1ff4920,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-f1ff4920-2095-ssp126-1,2095,Daily Temperature Range,11.467720031738281,°C,ssp126,QC-MAIN-f1ff4920,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-f1ff4920-2100-ssp126-1,2100,Daily Temperature Range,11.333693504333496,°C,ssp126,QC-MAIN-f1ff4920,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-4ea8ac9d-2025-ssp126-1,2025,Daily Temperature Range,7.129090309143066,°C,ssp126,NU-MAIN-4ea8ac9d,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-4ea8ac9d-2030-ssp126-1,2030,Daily Temperature Range,7.0860981941223145,°C,ssp126,NU-MAIN-4ea8ac9d,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-4ea8ac9d-2035-ssp126-1,2035,Daily Temperature Range,7.018703460693359,°C,ssp126,NU-MAIN-4ea8ac9d,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-4ea8ac9d-2040-ssp126-1,2040,Daily Temperature Range,7.098164081573486,°C,ssp126,NU-MAIN-4ea8ac9d,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-4ea8ac9d-2045-ssp126-1,2045,Daily Temperature Range,7.097014904022217,°C,ssp126,NU-MAIN-4ea8ac9d,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-4ea8ac9d-2050-ssp126-1,2050,Daily Temperature Range,7.1293182373046875,°C,ssp126,NU-MAIN-4ea8ac9d,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-4ea8ac9d-2055-ssp126-1,2055,Daily Temperature Range,7.144083023071289,°C,ssp126,NU-MAIN-4ea8ac9d,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-4ea8ac9d-2060-ssp126-1,2060,Daily Temperature Range,7.033052444458008,°C,ssp126,NU-MAIN-4ea8ac9d,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-4ea8ac9d-2065-ssp126-1,2065,Daily Temperature Range,7.002739429473877,°C,ssp126,NU-MAIN-4ea8ac9d,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-4ea8ac9d-2070-ssp126-1,2070,Daily Temperature Range,7.06768798828125,°C,ssp126,NU-MAIN-4ea8ac9d,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-4ea8ac9d-2075-ssp126-1,2075,Daily Temperature Range,7.003598690032959,°C,ssp126,NU-MAIN-4ea8ac9d,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-4ea8ac9d-2080-ssp126-1,2080,Daily Temperature Range,7.097002029418945,°C,ssp126,NU-MAIN-4ea8ac9d,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-4ea8ac9d-2085-ssp126-1,2085,Daily Temperature Range,7.01899528503418,°C,ssp126,NU-MAIN-4ea8ac9d,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-4ea8ac9d-2090-ssp126-1,2090,Daily Temperature Range,7.1080546379089355,°C,ssp126,NU-MAIN-4ea8ac9d,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-4ea8ac9d-2095-ssp126-1,2095,Daily Temperature Range,7.159013748168945,°C,ssp126,NU-MAIN-4ea8ac9d,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-4ea8ac9d-2100-ssp126-1,2100,Daily Temperature Range,7.085536003112793,°C,ssp126,NU-MAIN-4ea8ac9d,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e7e6a960-2025-ssp126-1,2025,Daily Temperature Range,11.439533233642578,°C,ssp126,QC-MAIN-e7e6a960,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e7e6a960-2030-ssp126-1,2030,Daily Temperature Range,11.44572925567627,°C,ssp126,QC-MAIN-e7e6a960,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e7e6a960-2035-ssp126-1,2035,Daily Temperature Range,11.475048065185547,°C,ssp126,QC-MAIN-e7e6a960,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e7e6a960-2040-ssp126-1,2040,Daily Temperature Range,11.45882797241211,°C,ssp126,QC-MAIN-e7e6a960,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e7e6a960-2045-ssp126-1,2045,Daily Temperature Range,11.32897663116455,°C,ssp126,QC-MAIN-e7e6a960,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e7e6a960-2050-ssp126-1,2050,Daily Temperature Range,11.335161209106445,°C,ssp126,QC-MAIN-e7e6a960,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e7e6a960-2055-ssp126-1,2055,Daily Temperature Range,11.310617446899414,°C,ssp126,QC-MAIN-e7e6a960,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e7e6a960-2060-ssp126-1,2060,Daily Temperature Range,11.465872764587402,°C,ssp126,QC-MAIN-e7e6a960,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e7e6a960-2065-ssp126-1,2065,Daily Temperature Range,11.405654907226562,°C,ssp126,QC-MAIN-e7e6a960,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e7e6a960-2070-ssp126-1,2070,Daily Temperature Range,11.350992202758789,°C,ssp126,QC-MAIN-e7e6a960,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e7e6a960-2075-ssp126-1,2075,Daily Temperature Range,11.451632499694824,°C,ssp126,QC-MAIN-e7e6a960,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e7e6a960-2080-ssp126-1,2080,Daily Temperature Range,11.293479919433594,°C,ssp126,QC-MAIN-e7e6a960,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e7e6a960-2085-ssp126-1,2085,Daily Temperature Range,11.419744491577148,°C,ssp126,QC-MAIN-e7e6a960,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e7e6a960-2090-ssp126-1,2090,Daily Temperature Range,11.43474006652832,°C,ssp126,QC-MAIN-e7e6a960,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e7e6a960-2095-ssp126-1,2095,Daily Temperature Range,11.484781265258789,°C,ssp126,QC-MAIN-e7e6a960,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e7e6a960-2100-ssp126-1,2100,Daily Temperature Range,11.345385551452637,°C,ssp126,QC-MAIN-e7e6a960,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-aeafbb59-2025-ssp126-1,2025,Daily Temperature Range,11.504644393920898,°C,ssp126,ON-MAIN-aeafbb59,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-aeafbb59-2030-ssp126-1,2030,Daily Temperature Range,11.564420700073242,°C,ssp126,ON-MAIN-aeafbb59,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-aeafbb59-2035-ssp126-1,2035,Daily Temperature Range,11.580672264099121,°C,ssp126,ON-MAIN-aeafbb59,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-aeafbb59-2040-ssp126-1,2040,Daily Temperature Range,11.596245765686035,°C,ssp126,ON-MAIN-aeafbb59,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-aeafbb59-2045-ssp126-1,2045,Daily Temperature Range,11.502552032470703,°C,ssp126,ON-MAIN-aeafbb59,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-aeafbb59-2050-ssp126-1,2050,Daily Temperature Range,11.460132598876953,°C,ssp126,ON-MAIN-aeafbb59,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-aeafbb59-2055-ssp126-1,2055,Daily Temperature Range,11.427764892578125,°C,ssp126,ON-MAIN-aeafbb59,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-aeafbb59-2060-ssp126-1,2060,Daily Temperature Range,11.429388046264648,°C,ssp126,ON-MAIN-aeafbb59,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-aeafbb59-2065-ssp126-1,2065,Daily Temperature Range,11.545945167541504,°C,ssp126,ON-MAIN-aeafbb59,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-aeafbb59-2070-ssp126-1,2070,Daily Temperature Range,11.425363540649414,°C,ssp126,ON-MAIN-aeafbb59,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-aeafbb59-2075-ssp126-1,2075,Daily Temperature Range,11.594725608825684,°C,ssp126,ON-MAIN-aeafbb59,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-aeafbb59-2080-ssp126-1,2080,Daily Temperature Range,11.423430442810059,°C,ssp126,ON-MAIN-aeafbb59,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-aeafbb59-2085-ssp126-1,2085,Daily Temperature Range,11.498409271240234,°C,ssp126,ON-MAIN-aeafbb59,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-aeafbb59-2090-ssp126-1,2090,Daily Temperature Range,11.537229537963867,°C,ssp126,ON-MAIN-aeafbb59,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-aeafbb59-2095-ssp126-1,2095,Daily Temperature Range,11.547935485839844,°C,ssp126,ON-MAIN-aeafbb59,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-aeafbb59-2100-ssp126-1,2100,Daily Temperature Range,11.473062515258789,°C,ssp126,ON-MAIN-aeafbb59,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-c0660aec-2025-ssp126-1,2025,Daily Temperature Range,11.431365013122559,°C,ssp126,QC-MAIN-c0660aec,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-c0660aec-2030-ssp126-1,2030,Daily Temperature Range,11.432920455932617,°C,ssp126,QC-MAIN-c0660aec,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-c0660aec-2035-ssp126-1,2035,Daily Temperature Range,11.469118118286133,°C,ssp126,QC-MAIN-c0660aec,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-c0660aec-2040-ssp126-1,2040,Daily Temperature Range,11.470474243164062,°C,ssp126,QC-MAIN-c0660aec,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-c0660aec-2045-ssp126-1,2045,Daily Temperature Range,11.331915855407715,°C,ssp126,QC-MAIN-c0660aec,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-c0660aec-2050-ssp126-1,2050,Daily Temperature Range,11.314977645874023,°C,ssp126,QC-MAIN-c0660aec,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-c0660aec-2055-ssp126-1,2055,Daily Temperature Range,11.311707496643066,°C,ssp126,QC-MAIN-c0660aec,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-c0660aec-2060-ssp126-1,2060,Daily Temperature Range,11.459485054016113,°C,ssp126,QC-MAIN-c0660aec,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-c0660aec-2065-ssp126-1,2065,Daily Temperature Range,11.392704010009766,°C,ssp126,QC-MAIN-c0660aec,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-c0660aec-2070-ssp126-1,2070,Daily Temperature Range,11.342472076416016,°C,ssp126,QC-MAIN-c0660aec,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-c0660aec-2075-ssp126-1,2075,Daily Temperature Range,11.441781044006348,°C,ssp126,QC-MAIN-c0660aec,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-c0660aec-2080-ssp126-1,2080,Daily Temperature Range,11.285704612731934,°C,ssp126,QC-MAIN-c0660aec,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-c0660aec-2085-ssp126-1,2085,Daily Temperature Range,11.408699035644531,°C,ssp126,QC-MAIN-c0660aec,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-c0660aec-2090-ssp126-1,2090,Daily Temperature Range,11.423965454101562,°C,ssp126,QC-MAIN-c0660aec,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-c0660aec-2095-ssp126-1,2095,Daily Temperature Range,11.48267650604248,°C,ssp126,QC-MAIN-c0660aec,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-c0660aec-2100-ssp126-1,2100,Daily Temperature Range,11.340144157409668,°C,ssp126,QC-MAIN-c0660aec,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e51eda66-2025-ssp126-1,2025,Daily Temperature Range,11.543088912963867,°C,ssp126,QC-MAIN-e51eda66,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e51eda66-2030-ssp126-1,2030,Daily Temperature Range,11.579763412475586,°C,ssp126,QC-MAIN-e51eda66,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e51eda66-2035-ssp126-1,2035,Daily Temperature Range,11.589439392089844,°C,ssp126,QC-MAIN-e51eda66,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e51eda66-2040-ssp126-1,2040,Daily Temperature Range,11.58740234375,°C,ssp126,QC-MAIN-e51eda66,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e51eda66-2045-ssp126-1,2045,Daily Temperature Range,11.468019485473633,°C,ssp126,QC-MAIN-e51eda66,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e51eda66-2050-ssp126-1,2050,Daily Temperature Range,11.447028160095215,°C,ssp126,QC-MAIN-e51eda66,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e51eda66-2055-ssp126-1,2055,Daily Temperature Range,11.424483299255371,°C,ssp126,QC-MAIN-e51eda66,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e51eda66-2060-ssp126-1,2060,Daily Temperature Range,11.554516792297363,°C,ssp126,QC-MAIN-e51eda66,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e51eda66-2065-ssp126-1,2065,Daily Temperature Range,11.527115821838379,°C,ssp126,QC-MAIN-e51eda66,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e51eda66-2070-ssp126-1,2070,Daily Temperature Range,11.466690063476562,°C,ssp126,QC-MAIN-e51eda66,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e51eda66-2075-ssp126-1,2075,Daily Temperature Range,11.566988945007324,°C,ssp126,QC-MAIN-e51eda66,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e51eda66-2080-ssp126-1,2080,Daily Temperature Range,11.413397789001465,°C,ssp126,QC-MAIN-e51eda66,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e51eda66-2085-ssp126-1,2085,Daily Temperature Range,11.542792320251465,°C,ssp126,QC-MAIN-e51eda66,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e51eda66-2090-ssp126-1,2090,Daily Temperature Range,11.531439781188965,°C,ssp126,QC-MAIN-e51eda66,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e51eda66-2095-ssp126-1,2095,Daily Temperature Range,11.59512996673584,°C,ssp126,QC-MAIN-e51eda66,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-e51eda66-2100-ssp126-1,2100,Daily Temperature Range,11.469865798950195,°C,ssp126,QC-MAIN-e51eda66,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-1f126a43-2025-ssp126-1,2025,Daily Temperature Range,11.488665580749512,°C,ssp126,ON-MAIN-1f126a43,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-1f126a43-2030-ssp126-1,2030,Daily Temperature Range,11.498981475830078,°C,ssp126,ON-MAIN-1f126a43,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-1f126a43-2035-ssp126-1,2035,Daily Temperature Range,11.497049331665039,°C,ssp126,ON-MAIN-1f126a43,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-1f126a43-2040-ssp126-1,2040,Daily Temperature Range,11.44554615020752,°C,ssp126,ON-MAIN-1f126a43,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-1f126a43-2045-ssp126-1,2045,Daily Temperature Range,11.404333114624023,°C,ssp126,ON-MAIN-1f126a43,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-1f126a43-2050-ssp126-1,2050,Daily Temperature Range,11.379583358764648,°C,ssp126,ON-MAIN-1f126a43,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-1f126a43-2055-ssp126-1,2055,Daily Temperature Range,11.353729248046875,°C,ssp126,ON-MAIN-1f126a43,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-1f126a43-2060-ssp126-1,2060,Daily Temperature Range,11.453746795654297,°C,ssp126,ON-MAIN-1f126a43,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-1f126a43-2065-ssp126-1,2065,Daily Temperature Range,11.466991424560547,°C,ssp126,ON-MAIN-1f126a43,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-1f126a43-2070-ssp126-1,2070,Daily Temperature Range,11.447490692138672,°C,ssp126,ON-MAIN-1f126a43,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-1f126a43-2075-ssp126-1,2075,Daily Temperature Range,11.510051727294922,°C,ssp126,ON-MAIN-1f126a43,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-1f126a43-2080-ssp126-1,2080,Daily Temperature Range,11.383150100708008,°C,ssp126,ON-MAIN-1f126a43,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-1f126a43-2085-ssp126-1,2085,Daily Temperature Range,11.462996482849121,°C,ssp126,ON-MAIN-1f126a43,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-1f126a43-2090-ssp126-1,2090,Daily Temperature Range,11.479589462280273,°C,ssp126,ON-MAIN-1f126a43,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-1f126a43-2095-ssp126-1,2095,Daily Temperature Range,11.49902629852295,°C,ssp126,ON-MAIN-1f126a43,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-1f126a43-2100-ssp126-1,2100,Daily Temperature Range,11.39991283416748,°C,ssp126,ON-MAIN-1f126a43,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-730aefe3-2025-ssp126-1,2025,Daily Temperature Range,7.15195369720459,°C,ssp126,NU-MAIN-730aefe3,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-730aefe3-2030-ssp126-1,2030,Daily Temperature Range,7.106991291046143,°C,ssp126,NU-MAIN-730aefe3,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-730aefe3-2035-ssp126-1,2035,Daily Temperature Range,7.038212776184082,°C,ssp126,NU-MAIN-730aefe3,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-730aefe3-2040-ssp126-1,2040,Daily Temperature Range,7.123450756072998,°C,ssp126,NU-MAIN-730aefe3,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-730aefe3-2045-ssp126-1,2045,Daily Temperature Range,7.124194145202637,°C,ssp126,NU-MAIN-730aefe3,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-730aefe3-2050-ssp126-1,2050,Daily Temperature Range,7.1568098068237305,°C,ssp126,NU-MAIN-730aefe3,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
weather-730aefe3-2055-ssp126-1,2055,Daily Temperature Range,7.169156074523926,°C,ssp126,NU-MAIN-730aefe3,https://climate-scenarios.canada.ca/?page=CanDCS6-indices
