main_id,facility_name,facility_group_id,facility_group_name,company_id,company_name,city,province,status,activity_status,development_stage,facility_type,mining_processing_type,commodity_group,commodities,owners,operators,operation_periods,company_URL,facility_URL,MDO_URL,source_id
ON-MAIN-1f126a43,Macassa,,,CMP-6265c407,Agnico Eagle Mines Limited,Kirkland Lake area,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",Agnico Eagle Mines Limited (100%),Canadian Malartic Corporation,1933–1999; 2002–open,https://agnicoeagle.com/Home/default.aspx,https://malartic.agnicoeagle.com/en/,https://miningdataonline.com/property/20/Canadian-Malartic-Complex.aspx,
ON-MAIN-206041d1,Fraser,GRP-de097f20,Integrated Nickel Operations,CMP-d5f1c66b,Glencore,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,"Nickel, copper, platinum group metals, gold, cobalt, silver",Glencore (100%),Glencore Canada Corporation,1962–1991; 2007–2009; 2010–open,https://www.glencore.ca/en,https://www.glencore.ca/en/sudburyino/,https://miningdataonline.com/property/1375/Sudbury-INO-Operation.aspx,
ON-MAIN-21b6ab35,Whitby Mill,,,CMP-a70130b4,Gerdau,,Ontario,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,,,,https://www2.gerdau.com/,-,-,
ON-MAIN-237587f6,Port Hope,,,CMP-cadb529a,Cameco Corporation,,Ontario,active_facility,,,manufacturing,Conversion facility,Uranium,"Uranium (hexafluoride, dioxide, metals, alloys)",,,,https://www.cameco.com/,https://www.cameco.com/businesses/fuel-services/refining-blind-river,-,
ON-MAIN-28f3f0fc,Totten,GRP-dc07540b,Sudbury Operation,CMP-9617aef4,Vale,Worthington,Ontario,active_facility,,,mining,Underground,Base metals,"Nickel, copper, platinum group metals, gold, silver, cobalt","Vale (90%), Manara Minerals Investment Co (10%)",,2014–open,https://vale.com/canada,https://vale.com/sudbury,https://miningdataonline.com/property/1485/Sudbury-Mine.aspx,
ON-MAIN-2bb07cd3,River Valley,,,CMP-d877abda,New Age Metals Inc,,Ontario,project_facility,Active,Advanced project,project,,,"Palladium, platinum, gold, nickel, copper, rhodium, cobalt",,,,,,,
ON-MAIN-2e13aaa0,Port Colborne,,,CMP-9617aef4,Vale,,Ontario,active_facility,,,manufacturing,Refinery,Base metals,"Electrolytic cobalt, platinum group metals (in residues), copper oxide","Vale (90%), Manara Minerals Investment Co (10%)",,,https://vale.com/canada,https://vale.com/thompson,https://miningdataonline.com/property/1377/Thompson-Mine.aspx,
ON-MAIN-319e04a8,Onaping Depth,,,CMP-d5f1c66b,Glencore,,Ontario,project_facility,Active,Advanced project,project,,,"Nickel, copper, cobalt, platinum, palladium, rhodium, gold, silver",Glencore (100%),Glencore Canada Corporation,,,,-,
ON-MAIN-37e9571e,Thierry,,,CMP-336d5ebc,-,,Ontario,project_facility,Active,Advanced project,project,,,"Copper, nickel, silver, gold, platinum, palladium",,,,,,,
ON-MAIN-387b06fe,Welland Mill,,,CMP-a72e0313,Valbruna ASW Inc,,Ontario,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,,,,https://www.valbrunaasw.ca/,https://www.valbruna-stainless-steel.com/,-,
ON-MAIN-3b3e5365,Porcupine,,,CMP-4a434d72,Newmont Corporation,Timmins,Ontario,active_facility,,,mining,Concentrator,Precious metals,Gold,Discovery Silver Corp (100%),,,https://www.newmont.com/home/default.aspx,https://operations.newmont.com/north-america/porcupine-canada,https://miningdataonline.com/property/420/Hollinger-Mine.aspx,
ON-MAIN-3c468faa,Superior Lake,,,CMP-888a49ae,Waroona Energy Inc,,Ontario,project_facility,Active,Advanced project,project,,,"Zinc, copper, gold, silver",,,,,,,
ON-MAIN-40ce0593,Sudbury,GRP-de097f20,Integrated Nickel Operations,CMP-d5f1c66b,Glencore,,Ontario,active_facility,,,manufacturing,"Smelter, plant",Base metals,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",Glencore (100%),Glencore Canada Corporation,,https://www.glencore.ca/en,https://www.glencore.ca/en/sudburyino/,https://miningdataonline.com/property/1375/Sudbury-INO-Operation.aspx,
ON-MAIN-46f71d5b,Separation Rapids,,,CMP-9d03c9d4,Avalon Advanced Materials Inc,,Ontario,project_facility,Active,Advanced project,project,,,Lithium (spodumene),,,,https://avalonadvancedmaterials.com/,,,
ON-MAIN-470b504b,Ottawa Plant,,,CMP-e585d982,Masterloy Products Limited,,Ontario,active_facility,,,manufacturing,,Ferroalloys,"Vanadium, molybdenum",Not found,Not found,,https://www.masterloy.com/,-,-,
ON-MAIN-484e4fa3,Blind River,,,CMP-cadb529a,Cameco Corporation,,Ontario,active_facility,,,manufacturing,Refinery,Uranium,Uranium (trioxide),"Cameco (83.33%), Orano (16.67%)",Cameco,,https://www.cameco.com/,https://www.cameco.com/businesses/fuel-services/conversion-port-hope,-,
ON-MAIN-48fe2205,Garson,GRP-dc07540b,Sudbury Operation,CMP-9617aef4,Vale,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",,,,https://vale.com/canada,https://vale.com/sudbury,https://miningdataonline.com/property/1485/Sudbury-Mine.aspx,
ON-MAIN-4a6187a4,RapidSX Demonstration Plant,,,CMP-cb00fbae,Ucore Rare Metals Inc,,Ontario,project_facility,Active,Demonstration plant,project,,,Rare earth elements,,,,,,,
ON-MAIN-4c35e094,ArcelorMittal Dofasco,,,CMP-3775c12e,ArcelorMittal,,Ontario,active_facility,,,manufacturing,"Basic oxygen furnace, electric arc furnace",Iron ore,Steel,,,,https://corporate.arcelormittal.com/,,-,
ON-MAIN-4c5c1179,Crawford,,,CMP-336d5ebc,-,,Ontario,project_facility,Active,Advanced project,project,,,"Nickel, iron ore, cobalt, palladium, platinum, chromite",Cameco (69.805%),Cameco,,,,,
ON-MAIN-4e0734b5,Fox Complex,,,CMP-3ff42329,McEwen Mining Inc,Matheson,Ontario,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Gold,McEwen Mining Inc (100%),,,https://mcewenmining.com/,https://mcewenmining.com/operations/black-fox-complex/default.aspx,https://miningdataonline.com/property/588/Fox-Complex.aspx,
ON-MAIN-52224e1e,Creighton,GRP-dc07540b,Sudbury Operation,CMP-9617aef4,Vale,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",,,,https://vale.com/canada,https://vale.com/sudbury,-,
ON-MAIN-538513cd,Hoyle Pond,GRP-0d911886,Porcupine complex,CMP-4a434d72,Newmont Corporation,south of Porcupine,Ontario,active_facility,,,mining,Underground,Precious metals,Gold,Dhilmar Ltd (100%),,,https://www.newmont.com/home/default.aspx,,https://miningdataonline.com/property/233/Eleonore-Mine.aspx,
ON-MAIN-54b7e152,Shakespeare,,,CMP-091fd609,Magna Mining Inc,,Ontario,project_facility,Active,Advanced project,project,,,"Nickel, copper, palladium, platinum, gold, cobalt",,,,,,,
ON-MAIN-575c5e66,Ontario Spoke,,,CMP-935cdfdd,Li-Cycle Corp,,Ontario,project_facility,Active,Battery recycling facility,project,,,Battery materials (black mass),,,,,,,
ON-MAIN-63b394c3,Copper Cliff Complex,GRP-dc07540b,Sudbury Operation,CMP-9617aef4,Vale,,Ontario,active_facility,,,manufacturing,"Smelter, refinery, plant",Base metals,"Nickel (oxide sinter, pellets, powder, sulfide), copper cathodes, gold, silver, selenium cake, tellurium dioxide cake, platinum group metals (in residues), liquid sulfur dioxide, sulfuric acid","Vale (90%), Manara Minerals Investment Co (10%)",,,https://vale.com/canada,,https://miningdataonline.com/property/626/Totten-Mine.aspx,
ON-MAIN-64bbe7e6,Marathon,,,CMP-628591a8,Generation Mining Limited,,Ontario,project_facility,Active,Advanced project,project,,,"Palladium, platinum, gold, copper, silver",,,,,,,
ON-MAIN-6664e89b,Battery Materials Park,,,CMP-4eadf926,Electra Battery Materials Corporation,,Ontario,project_facility,Active,Advanced processing project,project,,,"Cobalt, nickel, lithium",,,,,,,
ON-MAIN-687b8c8d,Island,,,CMP-3a4ccc7f,Alamos Gold Inc,Dubreuilville,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Alamos Gold Inc (100%),Alamos Gold Inc,2007–open,https://alamosgold.com,https://www.alamosgold.com/operations/producing-mines/young-davidson-canada/default.aspx,https://miningdataonline.com/property/1484/young-davidson-mine.aspx,
ON-MAIN-6b998583,Markham lithium reprocessing facility,,,CMP-e42fb633,Li-Metal Corp,,Ontario,project_facility,Active,Advanced processing project,project,,,Lithium metal,,,,,,,
ON-MAIN-6bd6cc80,Kingston Operation,,,CMP-7079599b,KIMCO Steel Sales Ltd,,Ontario,active_facility,,,manufacturing,,,,,,,https://kimcosteel.com/,-,-,
ON-MAIN-6e9b2449,Coleman,GRP-dc07540b,Sudbury Operation,CMP-9617aef4,Vale,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium","Vale (90%), Manara Minerals Investment Co (10%)",,,https://vale.com/canada,https://vale.com/sudbury,https://miningdataonline.com/property/1485/Sudbury-Mine.aspx,
ON-MAIN-6e9be24e,Hemlo (Williams),,,CMP-84fc7d46,Baffinland Iron Mines Corporation,Marathon,Ontario,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Gold,Barrick Gold Corporation (100%),Barrick Gold Corporation,,https://www.barrick.com/English/home/default.aspx,https://www.barrick.com/English/operations/hemlo/default.aspx,"https://miningdataonline.com/property/49/Hemlo-Williams,-David-Bell-Mine.aspx",
ON-MAIN-7001a391,McCreedy West,,,CMP-5f083f16,KGHM,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals and precious metals,"Copper, nickel, platinum group metals, gold, silver, cobalt",Magna Mining Inc (100%),,,https://kghm.com/en,https://magnamining.com/about/mccreedy-west-project/,"https://miningdataonline.com/property/173/McCreedy-West,--Morrison-Levack-Sudbury-Basin-Mine.aspx",
ON-MAIN-74997012,Upper Beaver,,,CMP-6265c407,Agnico Eagle Mines Limited,,Ontario,project_facility,Active,Advanced project,project,,,"Gold, copper",,,,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/laronde/default.aspx,,
ON-MAIN-7607a50e,Young-Davidson,,,CMP-3a4ccc7f,Alamos Gold Inc,Matachewan,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Alamos Gold Inc (100%),Alamos Gold Inc,1917–1957; 2010–open,https://alamosgold.com,https://www.alamosgold.com/operations/producing-mines/island-gold-canada/default.aspx,https://miningdataonline.com/property/7/Island-Gold-Mine.aspx,
ON-MAIN-7f050560,Red Lake,,,CMP-ca642bce,Evolution Mining Ltd,Balmertown,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",Eldora Gold (100%),Eldorado Gold,1949–open,https://evolutionmining.com.au/,https://evolutionmining.com.au/red-lake/,https://miningdataonline.com/property/234/Red-Lake-Operation.aspx,
ON-MAIN-8629a493,Hollinger,GRP-0d911886,Porcupine complex,CMP-4a434d72,Newmont Corporation,Timmins,Ontario,active_facility,,,mining,Open-pit,Precious metals,Gold,Newmount Corporation (100%),,,https://www.newmont.com/home/default.aspx,https://operations.newmont.com/north-america/porcupine-canada,https://miningdataonline.com/property/1439/Hoyle-Pond-Mine.aspx,
ON-MAIN-8825d90d,Magino,,,CMP-a6812c47,Argonaut Gold Inc,Timmins,Ontario,active_facility,,,mining,"Open-pit, concentrator",Precious metals,"Gold, silver",Alamos Gold Inc (100%),Alamos Gold Inc?,,https://alamosgold.com/,,https://miningdataonline.com/property/1752/Magino-Project.aspx,
ON-MAIN-8b86d975,Bissett Creek,,,CMP-79d7f4a0,Northern Graphite Corporation,,Ontario,project_facility,Active,Advanced project,project,,,Graphite,,,,,,,
ON-MAIN-92cdea80,Whitby Division,,,CMP-a70130b4,Gerdau,,Ontario,active_facility,,,manufacturing,,,,,,,https://www2.gerdau.com/,-,-,
ON-MAIN-97ee890f,Seymour Lake,,,CMP-cbd5b493,Green Technology Metals Limited,,Ontario,project_facility,Active,Advanced Project,project,,,Lithium (spodumene),,,,,,,
ON-MAIN-9a34108c,Victoria,,,CMP-5f083f16,KGHM,,Ontario,project_facility,Active,Advanced project,project,,,"Nickel, copper, gold, cobalt, platinum, palladium",Suspended/Inactive since 2023,,,https://kghm.com/en,,,
ON-MAIN-a3c56a83,Lac des Iles,,,CMP-967076a1,Impala Canada Ltd,Thunder Bay,Ontario,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,"Platinum group metals, gold, nickel, copper, cobalt",Implats (100%),Impala Canada Ltd,,https://www.nap.com/home/default.aspx,https://www.nap.com/operations/default.aspx#operations,https://miningdataonline.com/property/55/Lac-des-Iles-Mine.aspx,
ON-MAIN-aeafbb59,Detour Lake,,,CMP-6265c407,Agnico Eagle Mines Limited,Northeast of Cochrane,Ontario,active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,1983–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/meliadine/default.aspx,https://miningdataonline.com/property/959/Meliadine-Mine.aspx,
ON-MAIN-b1d981ca,Crean Hill,,,CMP-091fd609,Magna Mining Inc,,Ontario,project_facility,Active,Advanced project,project,,,"Nickel, copper, cobalt, platinum, palladium, gold",,,,,,,
ON-MAIN-b2e5c9bb,Lake Erie Works,,,CMP-75ff8886,Stelco Inc,,Ontario,active_facility,,,manufacturing,Basic oxygen furnace,Iron ore,Steel,,,,https://www.stelco.com/,https://www.stelco.com/about-us/our-facilities,-,
ON-MAIN-bddeaef0,Cambridge Mill,,,CMP-a70130b4,Gerdau,,Ontario,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,,,,https://www2.gerdau.com/,-,-,
ON-MAIN-be399420,Thunder Bay North,,,CMP-4b2ebf8a,Clean Air Metals Inc,,Ontario,project_facility,Active,Advanced project,project,,,"Platinum, palladium, gold, nickel, copper, silver, rhodium, cobalt",,,,,,,
ON-MAIN-bfbcd72e,Bell Creek,GRP-147b3123,Timmins Operation,CMP-48a36546,Pan American Silver Corp,Timmins,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Pan American Silver Corp (100%),,1987–1994; 2012–open,https://panamericansilver.com/,https://panamericansilver.com/operations-2/gold-segment/timmins/,https://miningdataonline.com/property/8/Bell-Creek-Mine.aspx,
ON-MAIN-c06904f0,Pakeagama,,,CMP-d089c70a,Frontier Lithium Inc,,Ontario,project_facility,Active,Advanced project,project,,,"Lithium (spodumene), tantalum, tin, niobium, rubidium, cesium",,,,,,,
ON-MAIN-c5fefb01,Mishi,,,CMP-3d2c4955,Wesdome Gold Mines Ltd,Wawa,Ontario,active_facility,,,mining,Open-pit,Precious metals,Gold,Wesdome Gold Mines Ltd (100%),,2002–open,https://www.wesdome.com/English/overview/default.aspx,https://www.wesdome.com/English/operations/kiena/default.aspx,https://miningdataonline.com/property/3048/Kiena-Mine.aspx,
ON-MAIN-cb85213a,Eagle River,,,CMP-3d2c4955,Wesdome Gold Mines Ltd,Wawa,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,x,x,1983–open,https://www.wesdome.com/English/overview/default.aspx,x,https://miningdataonline.com/property/1238/Mishi-Mine.aspx,
ON-MAIN-d47616e5,Martison,,,CMP-a0c2f54b,Fox River Resources Corp,,Ontario,project_facility,Active,Advanced project,project,,,"Phosphate, niobium",,,,,,,
ON-MAIN-dca9cce7,Ottawa,,,CMP-9abface1,Royal Canadian Mint,,Ontario,active_facility,,,manufacturing,Refinery,Precious metals,"Gold, silver",,,,https://www.mint.ca/en,https://www.mint.ca/en/storage-and-refinery/refinery,-,
ON-MAIN-de2f9639,Clarabelle,GRP-dc07540b,Sudbury Operation,CMP-9617aef4,Vale,Sudbury,Ontario,active_facility,,,mining,Concentrator,Base metals,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium","Vale (90%), Manara Minerals Investment Co (10%)",Vale,,https://vale.com/canada,https://vale.com/sudbury,https://miningdataonline.com/property/1485/Sudbury-Mine.aspx,
ON-MAIN-e928d96a,Brampton,,,CMP-c48042ef,Asahi Refining Canada Ltd,,Ontario,active_facility,,,manufacturing,Refinery,Precious metals,"Gold, silver",ARE Holdings Inc (100%),Asahi Refining Canada Ltd?,,https://www.asahirefining.com/,,-,
ON-MAIN-eab8c362,Algoma Steel,,,CMP-0f9c0b53,Algoma Steel Inc,,Ontario,active_facility,,,manufacturing,Basic oxygen furnace,Iron ore,Steel,Algoma Steel (100%)?,Algoma Steel?,,https://www.algoma.com/,https://www.gem.wiki/Algoma_steel_plant#cite_note-autoref_12-21,-,
ON-MAIN-ed85ac94,Strathcona,GRP-de097f20,Integrated Nickel Operations,CMP-d5f1c66b,Glencore,Sudbury,Ontario,active_facility,,,mining,Concentrator,Base metals,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",Glencore (100%),Glencore Canada Corporation,,https://www.glencore.ca/en,https://www.glencore.ca/en/sudburyino/,https://miningdataonline.com/property/1375/Sudbury-INO-Operation.aspx,
ON-MAIN-eda110b0,Georgia Lake,,,CMP-508b999b,Rock Tech Lithium Inc,,Ontario,project_facility,Active,Advanced project,project,,,Lithium (spodumene),,,,,,,
ON-MAIN-f080c409,Copper Cliff Complex,GRP-dc07540b,Sudbury Operation,CMP-9617aef4,Vale,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium","Vale (90%), Manara Minerals Investment Co (10%)",,,https://vale.com/canada,https://vale.com/sudbury,https://miningdataonline.com/property/1485/Sudbury-Mine.aspx,
ON-MAIN-f3e6ff08,Timmins West,GRP-147b3123,Timmins Operation,CMP-48a36546,Pan American Silver Corp,Timmins,Ontario,active_facility,,,mining,Underground,Precious metals,Gold,Pan American Silver Corp (100%),,2011–open,https://panamericansilver.com/,https://panamericansilver.com/operations-2/gold-segment/timmins/,https://miningdataonline.com/property/9/Timmins-West-Mine.aspx,
ON-MAIN-f4fc3276,Sugar Zone,,,CMP-79f8bb59,Silver Lake Resources Ltd,White River,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Vault Minerals Ltd (100%),,2018–open,https://vaultminerals.com/,https://vaultminerals.com/operations/sugar-zone,https://miningdataonline.com/property/1741/Sugar-Zone-Mine.aspx,
ON-MAIN-f8313ebd,Kidd Creek,,,CMP-d5f1c66b,Glencore,Timmins,Ontario,active_facility,,,mining,"Underground, concentrator",Base metals,"Copper, zinc, silver, selenium, indium",Glencore (100%),Glencore Canada Corporation,1963–open,https://www.glencore.ca/en,https://www.glencore.ca/en/raglan/,https://miningdataonline.com/property/68/Raglan-Mine.aspx,
ON-MAIN-fc6f1a44,Ivaco Rolling Mills,,,CMP-a27e87a3,"Heico Companies, LLC",,Ontario,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Heico Companies LLC (100%),,,https://heicocompanies.com/,https://www.ivacorm.com/,https://www.gem.wiki/Ivaco_Rolling_Mills_steel_plant,
ON-MAIN-fcb287a4,Nickel Rim South,GRP-de097f20,Integrated Nickel Operations,CMP-d5f1c66b,Glencore,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,"Nickel, copper, cobalt, platinum group metals, gold",Glencore (100%),Glencore Canada Corporation,,https://www.glencore.ca/en,https://www.glencore.ca/en/sudburyino/,https://miningdataonline.com/property/1375/Sudbury-INO-Operation.aspx,
ON-MAIN-fefeaee4,Musselwhite,,,CMP-4a434d72,Newmont Corporation,north of Pickle Lake,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",Newmount Corporation (100%),,1997–open,https://www.newmont.com/home/default.aspx,,https://miningdataonline.com/property/72/Brucejack-Mine.aspx,
QC-MAIN-01c1e81f,Grande-Baie,GRP-677b5973,Saguenay–Lac-Saint-Jean Operations,CMP-7a096012,Rio Tinto,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure or alloyed),Rio Tinto (100%),,,https://www.riotinto.com/en/can,https://www.riotinto.com/en/operations/canada/saguenay,-,
QC-MAIN-02884fb5,Westwood-Doyon,,,CMP-3d0a95b7,IAMGOLD Corporation,Cadillac,Quebec,active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",IAMGOLD Corporation (100%),IAMGOLD Corporation,,https://www.iamgold.com/English/home/default.aspx,https://www.iamgold.com/English/operations/westwood/default.aspx,https://miningdataonline.com/property/77/Westwood-Operation.aspx,
QC-MAIN-0414a373,Lithion St-Bruno,,,CMP-8e2791be,Lithion,,Quebec,project_facility,Active,Advanced processing project,project,,,Battery materials (black mass),,,,,,,
QC-MAIN-084bd95c,Mont-Wright,GRP-1402249f,AMMC,CMP-3775c12e,ArcelorMittal,Fermont,Quebec,active_facility,,,mining,"Open-pit, concentrator",Iron ore,Iron,"Arcelor Mittal SA (85%), POSCO International Corp (15%)",Arcelor Mittal,1976–open,https://mines-infrastructure-arcelormittal.com/en,https://northamerica.arcelormittal.com/our-operations/arcelormittal-mines-and-infrastructure-canada,https://miningdataonline.com/property/963/Fire-Lake-Mine.aspx,
QC-MAIN-089f3c60,Bloom Lake,,,CMP-c08ac7d7,Champion Iron Ltd,Fermont,Quebec,active_facility,,,mining,Open-pit,Iron ore,Iron,Champion Iron Ltd (100%),Quebec Iron Ore Inc,,https://www.championiron.com/,https://www.championiron.com/project/bloom-lake/,https://miningdataonline.com/property/3027/Bloom-Lake-Mine.aspx,
QC-MAIN-1186a6d0,Authier,,,CMP-9f967ad1,Sayona Québec inc,,Quebec,project_facility,Active,Advanced project,project,,,Lithium (spodumene),,,,,,,
QC-MAIN-11c40b1f,Lithium Demonstration Plant,GRP-25483238,RTFT Operations Quebec,CMP-7a096012,Rio Tinto,,Quebec,project_facility,Active,Advanced processing project,project,,,Lithium,,,,https://www.riotinto.com/en/can,https://www.riotinto.com/en/operations/canada/rio-tinto-fer-et-titane,-,
QC-MAIN-1d2f31f9,Kwyjibo,,,CMP-ebcf59de,SOQUEM (Investissement Québec),,Quebec,project_facility,Active,Advanced project,project,,,"Rare earth elements, phosphate, iron ore",,,,,,,
QC-MAIN-1eee4ace,Contrecœur East,GRP-7a9ba115,Contrecoeur,CMP-3775c12e,ArcelorMittal,,Quebec,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,,,,https://long-canada.arcelormittal.com/fr/,,-,
QC-MAIN-22426144,REE Recycling Facility (Saint-Bruno),,,CMP-567240f9,Geomega Resources Inc,,Quebec,project_facility,Active,Advanced unconventional project,project,,,Rare earth elements,,,,,,,
QC-MAIN-237d67c1,Lac Rainy Graphite,,,CMP-67e6bdcf,Metals Australia Ltd,,Quebec,project_facility,Active,Advanced project,project,,,Graphite,,,,,,,
QC-MAIN-2587e541,Strange Lake,,,CMP-9f678e49,Torngat Metals Ltd,,Quebec,project_facility,Active,Advanced project,project,,,"Rare earth elements, niobium",,,,,,,
QC-MAIN-288718a6,Crevier,,,CMP-1a36814f,Niobay Metals Inc,,Quebec,project_facility,Active,Advanced project,project,,,"Niobium, tantalum",,,,,,,
QC-MAIN-2cf66e65,Becancour Plant,,,CMP-6f1454e8,Euro Manganese Inc,,Quebec,project_facility,Active,Advanced processing project,project,,,Manganese sulphate,,,,,,,
QC-MAIN-3032c251,Renard,,,CMP-4566abf1,Stornoway Diamonds Corporation,Mistissini,Quebec,active_facility,,,mining,"Open-pit, underground, concentrator",Diamonds,Diamonds,Stornoway Diamonds Corporation (100%),,2016–open,https://stornowaydiamonds.com/English/home/default.html,https://stornowaydiamonds.com/English/our-business/renard-mine/default.html,https://miningdataonline.com/property/968/Renard-Mine.aspx,
QC-MAIN-30c1828c,Horne,GRP-b48ec279,CCR,CMP-d5f1c66b,Glencore,,Quebec,active_facility,,,manufacturing,Smelter,Base metals,"Copper anodes, precious metals, sulfuric acid",Glencore (100%),Glencore Canada Corporation,,https://www.glencore.ca/en,https://www.glencore.ca/en/horne/,-,
QC-MAIN-3330383b,Eldor (Ashram),,,CMP-b57b14b5,Commerce Resources Corp,,Quebec,project_facility,Active,Advanced project,project,,,Rare earth elements,,,,,,,
QC-MAIN-33c09b8b,Fire Lake,GRP-1402249f,AMMC,CMP-3775c12e,ArcelorMittal,Fermont,Quebec,active_facility,,,mining,Open-pit,Iron ore,Iron,"Arcelor Mittal SA (85%), POSCO International Corp (15%)",Arcelor Mittal,,https://mines-infrastructure-arcelormittal.com/en,https://northamerica.arcelormittal.com/our-operations/arcelormittal-mines-and-infrastructure-canada,https://miningdataonline.com/property/962/Mont-Wright-Mine.aspx,
QC-MAIN-3aa117d8,Alma,GRP-677b5973,Saguenay–Lac-Saint-Jean Operations,CMP-7a096012,Rio Tinto,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure or alloyed),Rio Tinto (100%),,,https://www.riotinto.com/en/can,https://www.riotinto.com/en/operations/canada/saguenay,-,
QC-MAIN-3e146840,Rio Tinto Iron and Titanium,GRP-25483238,RTFT Operations Quebec,CMP-7a096012,Rio Tinto,,Quebec,active_facility,,,manufacturing,Electric arc furnace,Iron ore,"Steel, titanium dioxide, scandium",Rio Tinto (100%),,,https://www.riotinto.com/en/can,https://www.riotinto.com/en/operations/canada/rio-tinto-fer-et-titane,,
QC-MAIN-529c96b4,CCR,GRP-b48ec279,CCR,CMP-d5f1c66b,Glencore,,Quebec,active_facility,,,manufacturing,Refinery,Base metals,"Copper (cathodes), gold, silver, tellurium, selenium, nickel sulfate, copper sulfate, platinum group metals",Glencore (100%),Glencore Canada Corporation,,https://www.glencore.ca/en,https://www.cezinc.com/en,-,
QC-MAIN-52c01ae4,Baie-Comeau,,,CMP-140e111b,Alcoa Corporation,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure or alloyed),Alcoa Corporation (100%),Alcoa Corporation,,https://www.alcoa.com/global/en/home/,https://fr-ca.alcoa.com/canada/fr/factories,-,
QC-MAIN-5398dfac,Elkem Chicoutimi,,,CMP-89ae3b2b,Elkem Metal Canada Inc,,Quebec,active_facility,,,manufacturing,,Ferroalloys,Ferrosilicon,,,,https://www.elkem.com/,https://www.elkem.com/about-elkem/worldwide-presence/canada/elkem-chicoutimi/,-,
QC-MAIN-5801b453,Abcourt-Barvue,,,CMP-0a6a3062,Abcourt Mines Inc,,Quebec,project_facility,Active,Advanced project,project,,,"Zinc, silver",,,,,,,
QC-MAIN-586679b9,Crater Lake,,,CMP-da2ad075,Imperial Mining Group,,Quebec,project_facility,Active,Advanced project,project,,,"Scandium, rare earth elements",,,,,,,
QC-MAIN-5ce331b8,Nunavik Nickel,,,CMP-d87d1101,Canadian Royalties Inc,Kangiqsujuaq,Quebec,active_facility,,,mining,"Open-pit, underground, concentrator",Base metals,"Nickel, copper, platinum group metals, cobalt",Jin Horoc Nonferrous Metal Group (100%),Canadian Royalties Inc,,https://www.canadianroyalties.com/,-,https://miningdataonline.com/property/1603/Nunavik-Nickel-Mine.aspx,
QC-MAIN-615ebdb4,Lac Guéret (Uatnan),,,CMP-78394a5d,"Mason Graphite Inc. and Nouveau Monde Graphite, Inc",,Quebec,project_facility,Active,Advanced project,project,,,Graphite,,,,,,,
QC-MAIN-64595b02,Blackrock Pyrometallurgical Facility,,,CMP-408ea322,Strategic Resources Inc,,Quebec,project_facility,Active,Advanced processing project,project,,,"Iron ore, vanadium, titanium",,,,,,,
