main_id,facility_name,facility_group_name,facility_group_id,reported_company,company_name_folder,company_id,longitude,latitude,geometry,city,province,status,activity_status,development_stage,facility_type,mining_processing_type,commodity_group,primary_commodity,commodities,source_id,company_URL,company_facility_URL,MDO_URL,recent_transaction,owner(s),operator(s),MAC_member,aggregation_level,allocation,comment
QC-MAIN-5801b453,Abcourt-Barvue,,,Abcourt Mines Inc.,Abcourt Mines Inc,CMP-0a6a3062,-77.67901,48.52154,POINT (-77.67901 48.52154),,Quebec,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, silver",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,,,,,,,No,,,
QC-MAIN-d29e0839,Sleeping Giant,,,Abcourt Mines Inc.,Abcourt Mines Inc,CMP-0a6a3062,-77.97434,49.13259,POINT (-77.97434 49.13259),north of Amos,Quebec,active_facility,,,mining,Concentrator,Precious metals,Gold,"Gold, silver",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://abcourt.info/,https://abcourt.info/projects/the-sleeping-giant-mine/,https://miningdataonline.com/property/1589/Sleeping-Giant-Mine.aspx,,Abcourt Mines Inc (100%),Abcourt Mines Inc,No,x,,No environmental data.
QC-MAIN-f1ff4920,Akasaba West,,,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited,CMP-6265c407,-77.58,48.04,POINT (-77.58 48.04),,Quebec,project_facility,Active,Advanced project,project,,,Gold,"Gold, copper",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/meadowbank/default.aspx,https://miningdataonline.com/property/47/Meadowbank-Mine.aspx,,,,Yes,,,
NU-MAIN-4ea8ac9d,Amaruq,Meadowbank complex,GRP-0a2c0d69,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited,CMP-6265c407,-96.697,65.415,POINT (-96.697 65.415),Baker Lake,Nunavut,active_facility,,,mining,"Open-pit, underground",Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/meadowbank/default.aspx,https://miningdataonline.com/property/47/Meadowbank-Mine.aspx,,Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,Yes,Site-specific,,Very good reporting with data for 2023.
QC-MAIN-e7e6a960,Canadian Malartic,,,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited,CMP-6265c407,-78.130824,48.122223,POINT (-78.130824 48.122223),Malartic,Quebec,active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,"Gold, silver",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://agnicoeagle.com/Home/default.aspx,https://malartic.agnicoeagle.com/en/,https://miningdataonline.com/property/20/Canadian-Malartic-Complex.aspx,,Agnico Eagle Mines Limited (100%),Canadian Malartic Corporation,Yes,Site-specific,,Very good reporting with data for 2023.
ON-MAIN-aeafbb59,Detour Lake,,,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited,CMP-6265c407,-79.717631,50.018143,POINT (-79.717631 50.018143),Northeast of Cochrane,Ontario,active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/Detour-Lake-Mine/default.aspx,https://miningdataonline.com/property/13/Detour-Lake-Mine.aspx,,Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,Yes,Site-specific,,Very good reporting with data for 2023.
QC-MAIN-c0660aec,Goldex,,,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited,CMP-6265c407,-77.8733,48.0926,POINT (-77.8733 48.0926),Val-d’Or,Quebec,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,"Gold, silver",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/goldex/default.aspx,https://miningdataonline.com/property/44/Goldex-Mine.aspx,,Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,Yes,Site-specific,,Very good reporting with data for 2023.
QC-MAIN-e51eda66,LaRonde,,,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited,CMP-6265c407,-78.428,48.2516,POINT (-78.428 48.2516),Preissac,Quebec,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,"Gold, zinc, copper, silver, cadmium",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/laronde/default.aspx,https://miningdataonline.com/property/46/LaRonde-Mine.aspx,,Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,Yes,Site-specific,,Very good reporting with data for 2023.
ON-MAIN-1f126a43,Macassa,,,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited,CMP-6265c407,-80.071637,48.142528,POINT (-80.071637 48.142528),Kirkland Lake area,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,"Gold, silver",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/Macassa-Mine/default.aspx,https://miningdataonline.com/property/453/Macassa-Complex.aspx,,Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,Yes,Site-specific,,Very good reporting with data for 2023.
NU-MAIN-730aefe3,Meadowbank,Meadowbank complex,GRP-0a2c0d69,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited,CMP-6265c407,-96.071313,65.0199956,POINT (-96.071313 65.0199956),Baker Lake,Nunavut,active_facility,,,mining,Concentrator,Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/meadowbank/default.aspx,https://miningdataonline.com/property/47/Meadowbank-Mine.aspx,,Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,Yes,Site-specific,,Very good reporting with data for 2023.
NU-MAIN-8b0264c9,Meliadine,,,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited,CMP-6265c407,-92.220206,63.031529,POINT (-92.220206 63.031529),Rankin Inlet,Nunavut,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/meliadine/default.aspx,https://miningdataonline.com/property/959/Meliadine-Mine.aspx,,Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,Yes,Site-specific,,Very good reporting with data for 2023.
MB-MAIN-5d21dbd5,Monument Bay,,,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited,CMP-6265c407,-92.914016,54.446415,POINT (-92.914016 54.446415),,Manitoba,project_facility,Active,Advanced project,project,,,Gold,"Gold, tungsten",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/laronde/default.aspx,https://www.agnicoeagle.com/English/exploration/exploration-projects/Upper-Beaver/default.aspx,Sold: https://nsuperior.com/northern-superior-announces-ongolds-completion-of-monument-bay-and-domain-projects-acquisition-in-manitoba/,,,Yes,,,
ON-MAIN-74997012,Upper Beaver,,,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited,CMP-6265c407,-79.76,48.16,POINT (-79.76 48.16),,Ontario,project_facility,Active,Advanced project,project,,,Gold,"Gold, copper",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/laronde/default.aspx,,,,,Yes,,,
ON-MAIN-687b8c8d,Island,,,Alamos Gold Inc.,Alamos Gold Inc,CMP-3a4ccc7f,-84.449604,48.285667,POINT (-84.449604 48.285667),Dubreuilville,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://alamosgold.com,https://www.alamosgold.com/operations/producing-mines/island-gold-canada/default.aspx,https://miningdataonline.com/property/7/Island-Gold-Mine.aspx,,Alamos Gold Inc (100%),Alamos Gold Inc,No,Site-specific,,Very good reporting with data for 2023.
ON-MAIN-7607a50e,Young-Davidson,,,Alamos Gold Inc.,Alamos Gold Inc,CMP-3a4ccc7f,-80.67444,47.94667,POINT (-80.67444 47.94667),Matachewan,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://alamosgold.com,https://www.alamosgold.com/operations/producing-mines/young-davidson-canada/default.aspx,https://miningdataonline.com/property/1484/young-davidson-mine.aspx,,Alamos Gold Inc (100%),Alamos Gold Inc,No,Site-specific,,Very good reporting with data for 2023.
QC-MAIN-52c01ae4,Baie-Comeau,,,Alcoa Corporation,Alcoa Corporation,CMP-140e111b,-68.1491,49.2562,POINT (-68.1491 49.2562),,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure or alloyed),Aluminum (pure or alloyed),https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://www.alcoa.com/global/en/home/,https://fr-ca.alcoa.com/canada/fr/factories,-,,Alcoa Corporation (100%),Alcoa Corporation,No,Company-level,,Aggregated at company level with some environmental data given in intensity metrics.
QC-MAIN-eac5a52b,Deschambault,,,Alcoa Corporation,Alcoa Corporation,CMP-140e111b,-71.9467,46.6939,POINT (-71.9467 46.6939),,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure),Aluminum (pure),https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://www.alcoa.com/global/en/home/,https://fr-ca.alcoa.com/canada/fr/factories,-,,Alcoa Corporation (100%),Alcoa Corporation,No,Company-level,,Aggregated at company level with some environmental data given in intensity metrics.
QC-MAIN-81a288d0,Elysis,,,Alcoa Corporation / Rio Tinto Aluminum Inc.,Alcoa Corporation / Rio Tinto,CMP-dc21de8a,-71.17565,48.43214,POINT (-71.17565 48.43214),,Quebec,project_facility,Active,Advanced processing project,project,,,Aluminum,Aluminum,https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,,,,,,,No,,,
QC-MAIN-c8966bdc,Bécancour,,,Alcoa Corporation and Rio Tinto Aluminum Inc.,Alcoa Corporation / Rio Tinto,CMP-dc21de8a,-72.3852,46.381,POINT (-72.3852 46.381),,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure or alloyed),Aluminum (pure or alloyed),https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://www.alcoa.com/global/en/home/,"https://www.riotinto.com/en/operations/canada/saguenay
https://www.alcoa.com/canada/fr/factories",-,,"Alcoa Corporation (74.95%), Rio Tinto (25.05%)",Alcoa Corporation,No,Company-level,,Aggregated at company level with some environmental data given in intensity metrics. Mixed ownership.
ON-MAIN-eab8c362,Algoma Steel,,,Algoma Steel Inc.,Algoma Steel Inc,CMP-0f9c0b53,-84.36664,46.52055,POINT (-84.36664 46.52055),,Ontario,active_facility,,,manufacturing,Basic oxygen furnace,Iron ore,Steel,Steel,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://www.algoma.com/,https://www.gem.wiki/Algoma_steel_plant#cite_note-autoref_12-21,-,,Algoma Steel (100%)?,Algoma Steel?,No,Company-level,,Aggregated at company level with some environmental data given in intensity metrics. GEM provides capacity and production data.
QC-MAIN-8c7063b2,James Bay Lithium,,,Allkem Limited,-,CMP-336d5ebc,-77.06667,52.23333,POINT (-77.06667 52.23333),,Quebec,project_facility,Active,Advanced project,project,,,Lithium (spodumene),Lithium (spodumene),https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,,,,,,,No,,,
BC-MAIN-3ef4f421,Avanti Kitsault,,,Alloycorp Mining Inc.,-,CMP-336d5ebc,-129.419,55.422,POINT (-129.419 55.422),,British Columbia,project_facility,Active,Advanced project,project,,,Molybdenum,"Molybdenum, silver, lead",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,,,,,,,No,,,
AB-MAIN-9fed34a8,AltaSteel,,,AltaSteel Inc.,AltaSteel Inc,CMP-c6e8351c,-113.387962,53.492783,POINT (-113.387962 53.492783),,Alberta,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Steel,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://www.altasteel.com/,,-,,"AltaSteel is a 100% owned subsidiary of a Japanese steelmaking company, Kyoei Steel Ltd.",,No,x,,No data found.
QC-MAIN-33c09b8b,Fire Lake,AMMC,GRP-1402249f,ArcelorMittal,ArcelorMittal,CMP-3775c12e,-67.363935,52.352998,POINT (-67.363935 52.352998),Fermont,Quebec,active_facility,,,mining,Open-pit,Iron ore,Iron,Iron,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://mines-infrastructure-arcelormittal.com/en,https://northamerica.arcelormittal.com/our-operations/arcelormittal-mines-and-infrastructure-canada,https://miningdataonline.com/property/963/Fire-Lake-Mine.aspx,,"Arcelor Mittal SA (85%), POSCO International Corp (15%)",Arcelor Mittal,Yes (ArcelorMittal Mines Canada),"Site-specific, facility-group and company-level",,Scarce environmental reporting. 2021 reporting for NA might help? Check Arcelor Mittal Factbook2024 for allocation?
